target,message,message_len,message_clean,target_encoded
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,20,get gandhipuram walk cross cut road right side ltgt street road turn first right,0
ham,Dear we are going to our rubber place,8,dear go rubber place,0
ham,"Sorry battery died, yeah I'm here",6,sorri batteri die yeah,0
ham,Yes:)here tv is always available in work place..,8,yesher tv alway avail work place,0
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,34,text meet someon sexi today find date even flirt join repli name age eg sam msg recdthirtyeight penc,1
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,11,print oh ltgt come upstair,0
ham,Or ill be a little closer like at the bus stop on the same street,15,ill littl closer like bus stop street,0
ham,Where are you?when wil you reach here?,7,youwhen wil reach,0
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",27,new theori argument win situat lose person dont argu ur friend kick amp say alway correct,0
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,25,secret admir look make contact ufind rreveal think ur specialc,1
ham,Tomarrow final hearing on my laptop case so i cant.,10,tomarrow final hear laptop case cant,0
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,7,pleassssssseeee tel v avent done sportsx,0
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",16,okay shine meant sign sound better,0
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",32,although told dat baig face watch realli like e watch gave cos fr thanx everyth dat uve done today touch,0
ham,U don't remember that old commercial?,6,dont rememb old commerci,0
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,17,late said websit didnt dont slipper,0
ham,I asked you to call him now ok,8,ask call ok,0
ham,Kallis wont bat in 2nd innings.,6,kalli wont bat inning,0
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,30,didnt work oh ok goodnight ill fix readi time wake dear miss good night sleep,0
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,23,congratul ur award cd voucher guarant free entri wkli draw txt music tncs,1
ham,Ranjith cal drpd Deeraj and deepak 5min hold,8,ranjith cal drpd deeraj deepak hold,0
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",34,wen ur lovabl bcum angri wid dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da,0
ham,What you doing?how are you?,5,doinghow,0
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",37,also ship compani take way usp take week get lag may bribe nipost get stuff,0
ham,"I'm back, lemme know when you're ready",7,back lemm know readi,0
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,18,dont necessarili expect done get back though headin,0
ham,Mmm so yummy babe ... Nice jolt to the suzy,10,mmm yummi babe nice jolt suzi,0
ham,Where are you lover ? I need you ...,9,lover need,0
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,27,tri contact repli offer video handset anytim network min unlimit text camcord repli call,1
ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,15,iû÷m park next mini come today think,0
ham,Yup,1,yup,0
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,18,anyway go shop cos sis done yet dun disturb liao,0
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,11,luton ring ur around h,0
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,25,hey realli horni want chat see nake text hot text charg unsubscrib text stop,1
ham,Why you Dint come with us.,6,dint come us,0
ham,Same. Wana plan a trip sometme then,7,wana plan trip sometm,0
ham,"Not sure yet, still trying to get a hold of him",11,sure yet still tri get hold,0
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,27,ur rington servic chang free credit go choo content stop txt club stop po,1
ham,The evo. I just had to download flash. Jealous?,9,evo download flash jealous,0
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,24,rington club get uk singl chart mobil week choo top qualiti rington messag free charg,1
ham,"Come to mu, we're sorting out our narcotics situation",9,come mu sort narcot situat,0
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",29,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay,0
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,25,hmv bonus special pound genuin hmv voucher answer easi question play send hmv info,1
ham,"Usf I guess, might as well take 1 car",9,usf guess might well take car,0
ham,No objection. My bf not coming.,6,object bf come,0
ham,Thanx...,1,thanx,0
ham,Tell rob to mack his gf in the theater,9,tell rob mack gf theater,0
ham,"Awesome, I'll see you in a bit",7,awesom ill see bit,0
ham,Just sent it. So what type of food do you like?,11,sent type food like,0
ham,All done? All handed in? Celebrations in full swing yet?,10,done hand celebr full swing yet,0
ham,You got called a tool?,5,got call tool,0
ham,\Wen u miss someone,4,wen miss someon,0
ham,Ok. I asked for money how far,7,ok ask money far,0
ham,Okie...,1,oki,0
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",25,yeah think usual guy still pass last night get ahold anybodi let know ill throw,0
ham,"K, I might come by tonight then if my class lets out early",13,k might come tonight class let ear,0
ham,Ok..,1,ok,0
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,35,hi babi cruisin girl friend r give call hour home alright fone fone love jenni xxx,0
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",33,life mean lot love life love peopl life world call friend call world ge,0
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",21,dearshal mail tonitebusi streetshal updat toniteth look okvarunnathu edukkukay raksha ollubut good one real sen,0
ham,Hey you told your name to gautham ah?,8,hey told name gautham ah,0
ham,Haf u found him? I feel so stupid da v cam was working.,13,haf found feel stupid da v cam work,0
ham,Oops. 4 got that bit.,5,oop got bit,0
ham,Are you this much buzy,5,much buzi,0
ham,I accidentally deleted the message. Resend please.,7,accid delet messag resend plea,0
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,29,tmobil custom may claim free camera phone upgrad pay go sim card loyalti call end appli,1
ham,Unless it's a situation where YOU GO GURL would be more appropriate,12,unless situat go gurl would appropri,0
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,35,hurt tea make cri end life die plz keep one rose grave say stupid miss nice day bslvyl,0
ham,I cant pick the phone right now. Pls send a message,11,cant pick phone right pls send messag,0
ham,Need a coffee run tomo?Can't believe it's that time of week already,12,need coff run tomoc believ time week alreadi,0
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",17,awesom rememb last time got somebodi high first time diesel v,0
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",31,shit realli shock scari cant imagin second def night think somewh could crash night save taxi,0
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,22,oh way food fridg want go meal tonight,0
ham,He is a womdarfull actor,5,womdar actor,0
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",23,sms ac blind date aberdeen unit kingdom check sms blind date send hide,1
ham,Yup... From what i remb... I think should be can book... ,12,yup remb think book,0
ham,Jos ask if u wana meet up?,7,jos ask wana meet,0
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,14,lol yes friendship hang thread caus wont buy stuff,0
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",24,themob check newest select content game tone gossip babe sport keep mobil fit funki text wap,1
ham,Where are the garage keys? They aren't on the bookshelf,10,garag key arent bookshelf,0
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,24,today accept dayu accept brother sister lover lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,0
spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",25,think ur smart win å£ week week quiz text play nowtc winnersclub po box,1
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,24,say hell give call friend got money hes definit buy end week,0
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",33,hi way normal waythi real ur uniquei hope know rest mylif hope find wot lost,0
ham,You made my day. Do have a great day too.,10,made day great day,0
ham,K.k:)advance happy pongal.,3,kkadvanc happi pongal,0
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",24,hmmm guess go kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao,0
ham,"Not really dude, have no friends i'm afraid :(",9,realli dude friend afraid,0
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,27,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free,1
